,ID,TMC,Severity,Start_Time,End_Time,City,County,State,Zipcode,Country,Temperature(F),Visibility(mi),Wind_Speed(mph),Precipitation(in),Weather_Condition,Sunrise_Sunset,Stop,Traffic_Signal,Weekday,Month,Day,Year,Season
11153,A-914965,201,2,2020-01-23,2020-01-23,Phoenix,Maricopa,AZ,85041,US,68.0,10.0,7.0,0.0,Partly Cloudy,Night,False,True,Thursday,1,23,2020,Winter
11154,A-914966,201,2,2020-01-23,2020-01-23,Phoenix,Maricopa,AZ,85012,US,68.0,10.0,7.0,0.0,Partly Cloudy,Night,False,True,Thursday,1,23,2020,Winter
11156,A-914968,201,2,2020-01-24,2020-01-24,Scottsdale,Maricopa,AZ,85250,US,48.0,10.0,0.0,0.0,Fair,Night,False,True,Friday,1,24,2020,Winter
11157,A-914969,201,3,2020-01-24,2020-01-24,Phoenix,Maricopa,AZ,85021,US,49.0,10.0,9.0,0.0,Fair,Night,False,False,Friday,1,24,2020,Winter
11158,A-914970,201,2,2020-01-24,2020-01-24,Phoenix,Maricopa,AZ,85021,US,49.0,10.0,9.0,0.0,Fair,Night,False,True,Friday,1,24,2020,Winter
11160,A-914972,201,2,2020-01-24,2020-01-24,Phoenix,Maricopa,AZ,85043,US,45.0,10.0,3.0,0.0,Fair,Night,False,True,Friday,1,24,2020,Winter
11161,A-914973,201,2,2020-01-24,2020-01-24,Avondale,Maricopa,AZ,85392,US,45.0,10.0,3.0,0.0,Fair,Night,False,True,Friday,1,24,2020,Winter
11162,A-914974,201,2,2020-01-24,2020-01-24,El Mirage,Maricopa,AZ,85335,US,45.0,10.0,3.0,0.0,Fair,Night,True,False,Friday,1,24,2020,Winter
11164,A-914976,201,2,2020-01-24,2020-01-24,Phoenix,Maricopa,AZ,85019,US,44.0,10.0,5.0,0.0,Fair,Night,False,False,Friday,1,24,2020,Winter
11166,A-914978,201,2,2020-01-24,2020-01-24,Mesa,Maricopa,AZ,85204,US,50.0,10.0,6.0,0.0,Fair,Night,False,False,Friday,1,24,2020,Winter
11169,A-914981,201,2,2020-01-24,2020-01-24,Glendale,Maricopa,AZ,85305,US,44.0,10.0,5.0,0.0,Fair,Night,False,True,Friday,1,24,2020,Winter
11170,A-914982,201,2,2020-01-24,2020-01-24,Phoenix,Maricopa,AZ,85021,US,47.0,10.0,0.0,0.0,Fair,Night,False,True,Friday,1,24,2020,Winter
11171,A-914983,201,2,2020-01-24,2020-01-24,Glendale,Maricopa,AZ,85305,US,44.0,10.0,5.0,0.0,Fair,Night,False,True,Friday,1,24,2020,Winter
11172,A-914984,201,2,2020-01-24,2020-01-24,Phoenix,Maricopa,AZ,85033,US,44.0,10.0,5.0,0.0,Fair,Night,False,True,Friday,1,24,2020,Winter
11173,A-914985,201,2,2020-01-24,2020-01-24,Glendale,Maricopa,AZ,85308,US,45.0,10.0,3.0,0.0,Fair,Day,False,True,Friday,1,24,2020,Winter
11174,A-914986,201,2,2020-01-24,2020-01-24,Phoenix,Maricopa,AZ,85007,US,52.0,10.0,3.0,0.0,Mostly Cloudy,Day,False,True,Friday,1,24,2020,Winter
11175,A-914987,201,2,2020-01-24,2020-01-24,Phoenix,Maricopa,AZ,85032,US,50.0,10.0,3.0,0.0,Fair,Day,True,False,Friday,1,24,2020,Winter
11177,A-914989,201,2,2020-01-24,2020-01-24,Phoenix,Maricopa,AZ,85031,US,44.0,10.0,6.0,0.0,Fair,Day,False,True,Friday,1,24,2020,Winter
11180,A-914992,201,2,2020-01-24,2020-01-24,Phoenix,Maricopa,AZ,85037,US,44.0,10.0,6.0,0.0,Fair,Day,True,False,Friday,1,24,2020,Winter
11182,A-914994,201,2,2020-01-24,2020-01-24,Phoenix,Maricopa,AZ,85033,US,44.0,10.0,6.0,0.0,Fair,Day,False,True,Friday,1,24,2020,Winter
11183,A-914995,201,2,2020-01-24,2020-01-24,Phoenix,Maricopa,AZ,85022,US,45.0,10.0,3.0,0.0,Fair,Day,True,False,Friday,1,24,2020,Winter
11184,A-914996,201,2,2020-01-24,2020-01-24,Phoenix,Maricopa,AZ,85004,US,54.0,10.0,6.0,0.0,Mostly Cloudy,Day,False,True,Friday,1,24,2020,Winter
11188,A-915000,201,3,2020-01-24,2020-01-24,Phoenix,Maricopa,AZ,85009,US,54.0,10.0,6.0,0.0,Mostly Cloudy,Day,False,True,Friday,1,24,2020,Winter
11190,A-915002,201,2,2020-01-24,2020-01-24,Scottsdale,Maricopa,AZ,85257,US,54.0,10.0,6.0,0.0,Mostly Cloudy,Day,False,True,Friday,1,24,2020,Winter
11191,A-915003,201,2,2020-01-24,2020-01-24,Surprise,Maricopa,AZ,85374,US,57.0,10.0,3.0,0.0,Partly Cloudy,Day,False,True,Friday,1,24,2020,Winter
11192,A-915004,201,2,2020-01-24,2020-01-24,Phoenix,Maricopa,AZ,85041,US,61.0,10.0,0.0,0.0,Mostly Cloudy,Day,False,True,Friday,1,24,2020,Winter
11193,A-915005,201,2,2020-01-24,2020-01-24,Phoenix,Maricopa,AZ,85042,US,61.0,10.0,0.0,0.0,Mostly Cloudy,Day,False,False,Friday,1,24,2020,Winter
11194,A-915006,201,2,2020-01-24,2020-01-24,Scottsdale,Maricopa,AZ,85259,US,61.0,10.0,3.0,0.0,Fair,Day,False,True,Friday,1,24,2020,Winter
11196,A-915008,201,2,2020-01-24,2020-01-24,Tempe,Maricopa,AZ,85281,US,68.0,10.0,0.0,0.0,Mostly Cloudy,Day,False,False,Friday,1,24,2020,Winter
11197,A-915009,201,2,2020-01-24,2020-01-24,Tempe,Maricopa,AZ,85281,US,68.0,10.0,0.0,0.0,Mostly Cloudy,Day,False,False,Friday,1,24,2020,Winter
11198,A-915010,201,3,2020-01-24,2020-01-24,Phoenix,Maricopa,AZ,85021,US,68.0,10.0,5.0,0.0,Mostly Cloudy,Day,False,False,Friday,1,24,2020,Winter
11199,A-915011,201,3,2020-01-24,2020-01-24,Phoenix,Maricopa,AZ,85043,US,69.0,10.0,0.0,0.0,Partly Cloudy,Day,False,False,Friday,1,24,2020,Winter
11200,A-915012,201,2,2020-01-24,2020-01-24,Phoenix,Maricopa,AZ,85006,US,72.0,10.0,0.0,0.0,Mostly Cloudy,Day,False,False,Friday,1,24,2020,Winter
11201,A-915013,201,3,2020-01-24,2020-01-24,Phoenix,Maricopa,AZ,85015,US,72.0,10.0,0.0,0.0,Mostly Cloudy,Day,False,False,Friday,1,24,2020,Winter
11202,A-915014,201,2,2020-01-24,2020-01-24,Phoenix,Maricopa,AZ,85018,US,73.0,10.0,3.0,0.0,Cloudy,Day,True,False,Friday,1,24,2020,Winter
11203,A-915015,201,2,2020-01-24,2020-01-24,Phoenix,Maricopa,AZ,85007,US,73.0,10.0,3.0,0.0,Cloudy,Day,False,True,Friday,1,24,2020,Winter
11204,A-915016,201,2,2020-01-24,2020-01-24,Phoenix,Maricopa,AZ,85015,US,73.0,10.0,3.0,0.0,Cloudy,Day,False,False,Friday,1,24,2020,Winter
11205,A-915017,201,2,2020-01-24,2020-01-24,Peoria,Maricopa,AZ,85383,US,69.0,10.0,0.0,0.0,Mostly Cloudy,Day,False,False,Friday,1,24,2020,Winter
11206,A-915018,201,2,2020-01-24,2020-01-24,Phoenix,Maricopa,AZ,85018,US,73.0,10.0,3.0,0.0,Cloudy,Day,False,True,Friday,1,24,2020,Winter
11208,A-915020,201,2,2020-01-24,2020-01-24,Phoenix,Maricopa,AZ,85018,US,72.0,10.0,6.0,0.0,Mostly Cloudy,Day,False,True,Friday,1,24,2020,Winter
11210,A-915022,201,2,2020-01-24,2020-01-24,Phoenix,Maricopa,AZ,85006,US,72.0,10.0,6.0,0.0,Mostly Cloudy,Day,False,False,Friday,1,24,2020,Winter
11211,A-915023,201,3,2020-01-24,2020-01-24,Phoenix,Maricopa,AZ,85021,US,69.0,10.0,5.0,0.0,Partly Cloudy,Day,False,False,Friday,1,24,2020,Winter
11212,A-915024,201,2,2020-01-24,2020-01-24,Tempe,Maricopa,AZ,85283,US,72.0,10.0,6.0,0.0,Mostly Cloudy,Day,False,False,Friday,1,24,2020,Winter
11213,A-915025,201,2,2020-01-24,2020-01-24,Glendale,Maricopa,AZ,85303,US,70.0,10.0,0.0,0.0,Partly Cloudy,Day,False,True,Friday,1,24,2020,Winter
11214,A-915026,201,2,2020-01-24,2020-01-24,Phoenix,Maricopa,AZ,85008,US,72.0,10.0,6.0,0.0,Mostly Cloudy,Day,False,False,Friday,1,24,2020,Winter
11215,A-915027,201,2,2020-01-24,2020-01-24,Phoenix,Maricopa,AZ,85031,US,70.0,10.0,0.0,0.0,Partly Cloudy,Day,False,True,Friday,1,24,2020,Winter
11217,A-915029,201,2,2020-01-24,2020-01-24,Phoenix,Maricopa,AZ,85017,US,72.0,10.0,6.0,0.0,Mostly Cloudy,Day,False,True,Friday,1,24,2020,Winter
11218,A-915030,201,2,2020-01-24,2020-01-24,Phoenix,Maricopa,AZ,85024,US,69.0,10.0,5.0,0.0,Partly Cloudy,Day,False,True,Friday,1,24,2020,Winter
11220,A-915032,201,2,2020-01-24,2020-01-24,Mesa,Maricopa,AZ,85205,US,72.0,10.0,6.0,0.0,Mostly Cloudy,Day,False,True,Friday,1,24,2020,Winter
11221,A-915033,201,2,2020-01-24,2020-01-24,Phoenix,Maricopa,AZ,85009,US,72.0,10.0,6.0,0.0,Mostly Cloudy,Day,False,False,Friday,1,24,2020,Winter
11222,A-915034,201,2,2020-01-24,2020-01-24,Sun City,Maricopa,AZ,85351,US,70.0,10.0,0.0,0.0,Partly Cloudy,Day,True,False,Friday,1,24,2020,Winter
11223,A-915035,201,2,2020-01-24,2020-01-24,Cave Creek,Maricopa,AZ,85331,US,68.0,10.0,6.0,0.0,Partly Cloudy,Day,False,False,Friday,1,24,2020,Winter
11225,A-915037,201,2,2020-01-24,2020-01-24,Phoenix,Maricopa,AZ,85043,US,66.0,10.0,0.0,0.0,Mostly Cloudy,Night,False,True,Friday,1,24,2020,Winter
11226,A-915038,201,3,2020-01-24,2020-01-24,Phoenix,Maricopa,AZ,85009,US,69.0,10.0,7.0,0.0,Cloudy,Night,False,False,Friday,1,24,2020,Winter
11227,A-915039,201,3,2020-01-24,2020-01-24,Phoenix,Maricopa,AZ,85021,US,57.0,10.0,0.0,0.0,Fair,Night,False,False,Friday,1,24,2020,Winter
11228,A-915040,201,2,2020-01-24,2020-01-24,Phoenix,Maricopa,AZ,85009,US,61.0,10.0,5.0,0.0,Fair,Night,False,False,Friday,1,24,2020,Winter
11231,A-915043,201,2,2020-01-24,2020-01-24,Cave Creek,Maricopa,AZ,85331,US,50.0,10.0,5.0,0.0,Fair,Night,False,True,Friday,1,24,2020,Winter
11232,A-916118,201,3,2020-01-24,2020-01-25,Phoenix,Maricopa,AZ,85009,US,56.0,10.0,7.0,0.0,Fair,Night,False,False,Friday,1,24,2020,Winter
11233,A-916119,201,2,2020-01-25,2020-01-25,Peoria,Maricopa,AZ,85345,US,42.0,10.0,6.0,0.0,Fair,Night,False,False,Saturday,1,25,2020,Winter
11234,A-916120,245,2,2020-01-25,2020-01-25,Mesa,Maricopa,AZ,85206,US,57.0,10.0,3.0,0.0,Partly Cloudy,Day,False,False,Saturday,1,25,2020,Winter
11237,A-916123,241,3,2020-01-25,2020-01-25,Phoenix,Maricopa,AZ,85021,US,68.0,10.0,6.0,0.0,Fair,Day,False,False,Saturday,1,25,2020,Winter
11238,A-916124,241,2,2020-01-25,2020-01-25,Tempe,Maricopa,AZ,85282,US,70.0,10.0,0.0,0.0,Partly Cloudy,Day,False,False,Saturday,1,25,2020,Winter
11239,A-916762,201,3,2020-01-26,2020-01-26,Phoenix,Maricopa,AZ,85034,US,64.0,10.0,5.0,0.0,Mostly Cloudy,Day,False,False,Sunday,1,26,2020,Winter
11240,A-916763,241,3,2020-01-26,2020-01-26,Phoenix,Maricopa,AZ,85006,US,64.0,10.0,5.0,0.0,Mostly Cloudy,Day,False,False,Sunday,1,26,2020,Winter
11241,A-916764,241,3,2020-01-26,2020-01-26,Phoenix,Maricopa,AZ,85023,US,66.0,10.0,5.0,0.0,Fair,Day,False,False,Sunday,1,26,2020,Winter
11244,A-916767,201,2,2020-01-26,2020-01-26,Gilbert,Maricopa,AZ,85297,US,63.0,10.0,0.0,0.0,Partly Cloudy,Night,False,False,Sunday,1,26,2020,Winter
11245,A-918628,201,2,2020-01-27,2020-01-27,Goodyear,Maricopa,AZ,85395,US,59.0,10.0,5.0,0.0,Fair,Day,False,True,Monday,1,27,2020,Winter
11246,A-918629,201,2,2020-01-27,2020-01-27,Sun City West,Maricopa,AZ,85375,US,73.0,10.0,18.0,0.0,Fair,Day,False,False,Monday,1,27,2020,Winter
11248,A-918631,201,2,2020-01-27,2020-01-27,Tempe,Maricopa,AZ,85281,US,56.0,10.0,0.0,0.0,Mostly Cloudy,Night,False,False,Monday,1,27,2020,Winter
11249,A-918632,201,2,2020-01-27,2020-01-27,Phoenix,Maricopa,AZ,85043,US,55.0,10.0,0.0,0.0,Partly Cloudy,Night,False,False,Monday,1,27,2020,Winter
11251,A-918634,201,2,2020-01-27,2020-01-27,Phoenix,Maricopa,AZ,85053,US,51.0,10.0,0.0,0.0,Fair,Night,False,False,Monday,1,27,2020,Winter
11253,A-918636,201,3,2020-01-27,2020-01-27,Phoenix,Maricopa,AZ,85007,US,55.0,10.0,3.0,0.0,Fair,Night,False,False,Monday,1,27,2020,Winter
11254,A-918637,201,2,2020-01-27,2020-01-27,Mesa,Maricopa,AZ,85207,US,53.0,10.0,3.0,0.0,Fair,Night,False,False,Monday,1,27,2020,Winter
11255,A-918638,201,2,2020-01-27,2020-01-27,Phoenix,Maricopa,AZ,85027,US,50.0,10.0,0.0,0.0,Mostly Cloudy,Night,False,True,Monday,1,27,2020,Winter
11259,A-918642,201,2,2020-01-27,2020-01-27,Phoenix,Maricopa,AZ,85053,US,50.0,10.0,0.0,0.0,Mostly Cloudy,Night,True,False,Monday,1,27,2020,Winter
11260,A-918643,406,3,2020-01-27,2020-01-27,Phoenix,Maricopa,AZ,85027,US,50.0,10.0,0.0,0.0,Mostly Cloudy,Night,False,False,Monday,1,27,2020,Winter
11261,A-918644,201,2,2020-01-27,2020-01-27,Phoenix,Maricopa,AZ,85019,US,54.0,10.0,2.0,0.0,Fair,Night,True,False,Monday,1,27,2020,Winter
11262,A-918645,201,2,2020-01-27,2020-01-27,Phoenix,Maricopa,AZ,85017,US,53.0,10.0,3.0,0.0,Fair,Night,False,True,Monday,1,27,2020,Winter
11263,A-918646,201,3,2020-01-27,2020-01-27,Phoenix,Maricopa,AZ,85085,US,50.0,10.0,0.0,0.0,Mostly Cloudy,Night,False,False,Monday,1,27,2020,Winter
11264,A-918647,406,2,2020-01-27,2020-01-27,Phoenix,Maricopa,AZ,85027,US,50.0,10.0,0.0,0.0,Mostly Cloudy,Night,False,False,Monday,1,27,2020,Winter
11265,A-918648,201,2,2020-01-27,2020-01-27,Phoenix,Maricopa,AZ,85015,US,53.0,10.0,0.0,0.0,Fair,Day,False,False,Monday,1,27,2020,Winter
11266,A-918649,201,2,2020-01-27,2020-01-27,Phoenix,Maricopa,AZ,85009,US,53.0,10.0,0.0,0.0,Fair,Day,False,True,Monday,1,27,2020,Winter
11267,A-918650,201,2,2020-01-27,2020-01-27,Peoria,Maricopa,AZ,85381,US,52.0,10.0,0.0,0.0,Fair,Day,False,False,Monday,1,27,2020,Winter
11268,A-918651,201,2,2020-01-27,2020-01-27,Glendale,Maricopa,AZ,85301,US,52.0,10.0,0.0,0.0,Fair,Day,True,False,Monday,1,27,2020,Winter
11269,A-918652,201,2,2020-01-27,2020-01-27,Laveen,Maricopa,AZ,85339,US,56.0,10.0,0.0,0.0,Fair,Day,False,False,Monday,1,27,2020,Winter
11270,A-918653,201,2,2020-01-27,2020-01-27,Phoenix,Maricopa,AZ,85029,US,54.0,10.0,0.0,0.0,Fair,Day,False,False,Monday,1,27,2020,Winter
11272,A-918655,201,2,2020-01-27,2020-01-27,Glendale,Maricopa,AZ,85303,US,54.0,10.0,2.0,0.0,Fair,Day,True,False,Monday,1,27,2020,Winter
11274,A-918657,201,2,2020-01-27,2020-01-27,Phoenix,Maricopa,AZ,85017,US,56.0,10.0,0.0,0.0,Fair,Day,False,False,Monday,1,27,2020,Winter
11275,A-918658,201,2,2020-01-27,2020-01-27,Mesa,Maricopa,AZ,85209,US,55.0,10.0,0.0,0.0,Partly Cloudy,Day,False,False,Monday,1,27,2020,Winter
11276,A-918659,201,2,2020-01-27,2020-01-27,Surprise,Maricopa,AZ,85378,US,54.0,10.0,2.0,0.0,Fair,Day,False,True,Monday,1,27,2020,Winter
11277,A-918660,201,2,2020-01-27,2020-01-27,Phoenix,Maricopa,AZ,85050,US,57.0,10.0,0.0,0.0,Fair,Day,False,True,Monday,1,27,2020,Winter
11278,A-918661,201,2,2020-01-27,2020-01-27,Phoenix,Maricopa,AZ,85033,US,55.0,10.0,2.0,0.0,Fair,Day,True,False,Monday,1,27,2020,Winter
11279,A-918662,201,2,2020-01-27,2020-01-27,Phoenix,Maricopa,AZ,85053,US,61.0,10.0,0.0,0.0,Fair,Day,True,False,Monday,1,27,2020,Winter
11280,A-918663,201,2,2020-01-27,2020-01-27,Phoenix,Maricopa,AZ,85054,US,62.0,10.0,3.0,0.0,Fair,Day,False,True,Monday,1,27,2020,Winter
11281,A-918664,201,3,2020-01-27,2020-01-27,Phoenix,Maricopa,AZ,85017,US,70.0,10.0,8.0,0.0,Fair,Day,False,True,Monday,1,27,2020,Winter
11282,A-918665,201,2,2020-01-27,2020-01-27,Phoenix,Maricopa,AZ,85006,US,71.0,10.0,9.0,0.0,Fair,Day,False,False,Monday,1,27,2020,Winter
11283,A-918666,201,3,2020-01-27,2020-01-27,Phoenix,Maricopa,AZ,85017,US,71.0,10.0,9.0,0.0,Fair,Day,False,True,Monday,1,27,2020,Winter
11285,A-918668,201,2,2020-01-27,2020-01-27,Glendale,Maricopa,AZ,85305,US,73.0,10.0,9.0,0.0,Fair,Day,False,True,Monday,1,27,2020,Winter
11286,A-918669,201,3,2020-01-27,2020-01-27,Phoenix,Maricopa,AZ,85006,US,71.0,10.0,9.0,0.0,Fair,Day,False,True,Monday,1,27,2020,Winter
11289,A-918672,201,2,2020-01-27,2020-01-27,Tempe,Maricopa,AZ,85282,US,73.0,10.0,20.0,0.0,Partly Cloudy,Day,False,True,Monday,1,27,2020,Winter
11290,A-918673,201,2,2020-01-27,2020-01-27,Peoria,Maricopa,AZ,85383,US,71.0,10.0,21.0,0.0,Fair / Windy,Day,True,False,Monday,1,27,2020,Winter
11292,A-918675,201,2,2020-01-27,2020-01-27,Phoenix,Maricopa,AZ,85009,US,73.0,10.0,20.0,0.0,Partly Cloudy,Day,False,True,Monday,1,27,2020,Winter
11293,A-918676,201,2,2020-01-27,2020-01-27,Phoenix,Maricopa,AZ,85083,US,71.0,10.0,21.0,0.0,Fair / Windy,Day,False,False,Monday,1,27,2020,Winter
11294,A-918677,201,2,2020-01-27,2020-01-27,Tempe,Maricopa,AZ,85281,US,73.0,10.0,20.0,0.0,Partly Cloudy,Day,False,True,Monday,1,27,2020,Winter
11295,A-918678,201,2,2020-01-27,2020-01-27,Scottsdale,Maricopa,AZ,85254,US,71.0,10.0,13.0,0.0,Fair,Day,False,True,Monday,1,27,2020,Winter
11296,A-918679,201,2,2020-01-27,2020-01-27,Phoenix,Maricopa,AZ,85032,US,71.0,10.0,13.0,0.0,Fair,Day,False,True,Monday,1,27,2020,Winter
11297,A-918680,201,2,2020-01-27,2020-01-27,Mesa,Maricopa,AZ,85209,US,70.0,10.0,15.0,0.0,Fair,Day,False,False,Monday,1,27,2020,Winter
11299,A-918682,201,2,2020-01-27,2020-01-27,Phoenix,Maricopa,AZ,85027,US,71.0,10.0,21.0,0.0,Fair / Windy,Day,True,False,Monday,1,27,2020,Winter
11300,A-918683,201,2,2020-01-27,2020-01-27,Phoenix,Maricopa,AZ,85027,US,71.0,10.0,21.0,0.0,Fair / Windy,Day,True,False,Monday,1,27,2020,Winter
11301,A-918684,201,2,2020-01-27,2020-01-27,Glendale,Maricopa,AZ,85302,US,72.0,10.0,16.0,0.0,Fair,Day,False,True,Monday,1,27,2020,Winter
11302,A-918685,201,2,2020-01-27,2020-01-27,Phoenix,Maricopa,AZ,85006,US,73.0,10.0,20.0,0.0,Partly Cloudy,Day,False,False,Monday,1,27,2020,Winter
11303,A-918686,201,2,2020-01-27,2020-01-27,Glendale,Maricopa,AZ,85302,US,72.0,10.0,16.0,0.0,Fair,Day,False,False,Monday,1,27,2020,Winter
11304,A-918687,201,2,2020-01-27,2020-01-27,Phoenix,Maricopa,AZ,85050,US,71.0,10.0,21.0,0.0,Fair / Windy,Day,False,True,Monday,1,27,2020,Winter
11306,A-918689,201,2,2020-01-27,2020-01-27,Tempe,Maricopa,AZ,85281,US,73.0,10.0,20.0,0.0,Partly Cloudy,Day,False,True,Monday,1,27,2020,Winter
11307,A-918690,201,2,2020-01-27,2020-01-27,Peoria,Maricopa,AZ,85345,US,72.0,10.0,16.0,0.0,Fair,Day,False,False,Monday,1,27,2020,Winter
11308,A-918691,201,2,2020-01-27,2020-01-27,Phoenix,Maricopa,AZ,85041,US,71.0,10.0,16.0,0.0,Mostly Cloudy,Day,False,True,Monday,1,27,2020,Winter
11309,A-918692,201,2,2020-01-27,2020-01-27,Tempe,Maricopa,AZ,85281,US,71.0,10.0,16.0,0.0,Mostly Cloudy,Day,False,False,Monday,1,27,2020,Winter
11310,A-918693,201,2,2020-01-27,2020-01-27,Peoria,Maricopa,AZ,85381,US,72.0,10.0,16.0,0.0,Fair,Day,False,False,Monday,1,27,2020,Winter
11311,A-918694,201,2,2020-01-27,2020-01-27,Phoenix,Maricopa,AZ,85006,US,71.0,10.0,16.0,0.0,Mostly Cloudy,Day,False,False,Monday,1,27,2020,Winter
11312,A-918695,201,2,2020-01-27,2020-01-27,Phoenix,Maricopa,AZ,85033,US,72.0,10.0,16.0,0.0,Fair,Night,False,False,Monday,1,27,2020,Winter
11313,A-918696,201,2,2020-01-27,2020-01-27,Phoenix,Maricopa,AZ,85015,US,71.0,10.0,16.0,0.0,Mostly Cloudy,Night,False,True,Monday,1,27,2020,Winter
11314,A-918697,201,2,2020-01-27,2020-01-27,Phoenix,Maricopa,AZ,85003,US,71.0,10.0,16.0,0.0,Mostly Cloudy,Night,False,False,Monday,1,27,2020,Winter
11315,A-918698,201,2,2020-01-27,2020-01-27,Tempe,Maricopa,AZ,85281,US,70.0,10.0,14.0,0.0,Mostly Cloudy,Night,False,False,Monday,1,27,2020,Winter
11316,A-918699,201,2,2020-01-27,2020-01-27,Phoenix,Maricopa,AZ,85015,US,70.0,10.0,14.0,0.0,Mostly Cloudy,Night,False,True,Monday,1,27,2020,Winter
11317,A-918700,201,2,2020-01-27,2020-01-27,Glendale,Maricopa,AZ,85301,US,65.0,10.0,9.0,0.0,Mostly Cloudy,Night,False,True,Monday,1,27,2020,Winter
11319,A-918702,201,2,2020-01-27,2020-01-27,Tempe,Maricopa,AZ,85281,US,59.0,10.0,7.0,0.0,Partly Cloudy,Night,False,False,Monday,1,27,2020,Winter
11320,A-920789,201,2,2020-01-28,2020-01-28,Surprise,Maricopa,AZ,85374,US,51.0,10.0,14.0,0.0,Fair,Night,False,True,Tuesday,1,28,2020,Winter
11321,A-920790,201,2,2020-01-28,2020-01-28,Buckeye,Maricopa,AZ,85326,US,45.0,10.0,0.0,0.0,Fair,Night,False,False,Tuesday,1,28,2020,Winter
11323,A-920792,201,2,2020-01-28,2020-01-28,Surprise,Maricopa,AZ,85374,US,59.0,10.0,0.0,0.0,Fair,Day,False,True,Tuesday,1,28,2020,Winter
11324,A-920793,201,2,2020-01-28,2020-01-28,El Mirage,Maricopa,AZ,85335,US,69.0,10.0,0.0,0.0,Fair,Day,False,True,Tuesday,1,28,2020,Winter
11325,A-920794,201,2,2020-01-28,2020-01-28,Buckeye,Maricopa,AZ,85326,US,66.0,10.0,0.0,0.0,Fair,Day,False,False,Tuesday,1,28,2020,Winter
11326,A-920795,201,2,2020-01-28,2020-01-28,Surprise,Maricopa,AZ,85374,US,65.0,10.0,6.0,0.0,Partly Cloudy,Day,False,True,Tuesday,1,28,2020,Winter
11327,A-920797,201,2,2020-01-28,2020-01-28,Phoenix,Maricopa,AZ,85044,US,49.0,10.0,3.0,0.0,Fair,Night,False,False,Tuesday,1,28,2020,Winter
11328,A-920798,201,2,2020-01-28,2020-01-28,Mesa,Maricopa,AZ,85204,US,49.0,10.0,3.0,0.0,Fair,Night,False,False,Tuesday,1,28,2020,Winter
11329,A-920799,201,2,2020-01-28,2020-01-28,Phoenix,Maricopa,AZ,85008,US,49.0,10.0,3.0,0.0,Fair,Night,False,False,Tuesday,1,28,2020,Winter
11330,A-920800,201,2,2020-01-28,2020-01-28,Glendale,Maricopa,AZ,85308,US,49.0,10.0,0.0,0.0,Fair,Night,False,False,Tuesday,1,28,2020,Winter
11331,A-920801,201,3,2020-01-28,2020-01-28,Tempe,Maricopa,AZ,85284,US,49.0,10.0,3.0,0.0,Fair,Night,False,False,Tuesday,1,28,2020,Winter
11332,A-920802,201,2,2020-01-28,2020-01-28,Phoenix,Maricopa,AZ,85018,US,49.0,10.0,3.0,0.0,Fair,Night,False,True,Tuesday,1,28,2020,Winter
11333,A-920803,201,2,2020-01-28,2020-01-28,Sun City,Maricopa,AZ,85351,US,51.0,10.0,14.0,0.0,Fair,Night,False,True,Tuesday,1,28,2020,Winter
11334,A-920804,201,2,2020-01-28,2020-01-28,Gilbert,Maricopa,AZ,85298,US,39.0,10.0,6.0,0.0,Fair,Night,False,False,Tuesday,1,28,2020,Winter
11335,A-920805,201,3,2020-01-28,2020-01-28,Phoenix,Maricopa,AZ,85009,US,49.0,10.0,3.0,0.0,Fair,Night,False,False,Tuesday,1,28,2020,Winter
11336,A-920806,201,3,2020-01-28,2020-01-28,Tempe,Maricopa,AZ,85282,US,49.0,10.0,3.0,0.0,Fair,Night,False,False,Tuesday,1,28,2020,Winter
11337,A-920807,201,2,2020-01-28,2020-01-28,Peoria,Maricopa,AZ,85381,US,51.0,10.0,14.0,0.0,Fair,Night,False,True,Tuesday,1,28,2020,Winter
11338,A-920808,201,2,2020-01-28,2020-01-28,Phoenix,Maricopa,AZ,85017,US,50.0,10.0,5.0,0.0,Fair,Day,False,True,Tuesday,1,28,2020,Winter
11339,A-920809,201,2,2020-01-28,2020-01-28,Phoenix,Maricopa,AZ,85008,US,50.0,10.0,5.0,0.0,Fair,Day,False,False,Tuesday,1,28,2020,Winter
11340,A-920810,201,2,2020-01-28,2020-01-28,Scottsdale,Maricopa,AZ,85250,US,46.0,10.0,0.0,0.0,Fair,Day,False,False,Tuesday,1,28,2020,Winter
11342,A-920812,201,2,2020-01-28,2020-01-28,Phoenix,Maricopa,AZ,85053,US,49.0,10.0,6.0,0.0,Fair,Day,False,True,Tuesday,1,28,2020,Winter
11344,A-920814,201,2,2020-01-28,2020-01-28,Tempe,Maricopa,AZ,85281,US,50.0,10.0,5.0,0.0,Fair,Day,False,True,Tuesday,1,28,2020,Winter
11345,A-920815,201,2,2020-01-28,2020-01-28,Scottsdale,Maricopa,AZ,85251,US,50.0,10.0,5.0,0.0,Fair,Day,False,True,Tuesday,1,28,2020,Winter
11347,A-920817,201,2,2020-01-28,2020-01-28,Phoenix,Maricopa,AZ,85009,US,50.0,10.0,5.0,0.0,Fair,Day,False,True,Tuesday,1,28,2020,Winter
11349,A-920819,201,2,2020-01-28,2020-01-28,Mesa,Maricopa,AZ,85215,US,50.0,10.0,5.0,0.0,Fair,Day,False,True,Tuesday,1,28,2020,Winter
